company_id,year,free_cash_flow,cfo_quality,capex_intensity,fcf_conversion_rate,capital_pattern
SHRIRAMFIN,Mar 2016,-5543.0,Accrual Risk,Asset Light,-303.89,Growth Funded by Debt
SHRIRAMFIN,Mar 2017,-2679.0,Accrual Risk,Asset Light,-135.85,Growth Funded by Debt
SHRIRAMFIN,Mar 2018,-13056.0,Accrual Risk,Asset Light,-343.13,Distress Signal
SHRIRAMFIN,Mar 2019,-5611.0,Accrual Risk,Asset Light,-147.62,Growth Funded by Debt
SHRIRAMFIN,Mar 2020,-2519.0,Accrual Risk,Asset Light,-70.66,Growth Funded by Debt
SHRIRAMFIN,Mar 2021,-4264.0,Accrual Risk,Asset Light,-125.34,Growth Funded by Debt
SHRIRAMFIN,Mar 2022,-8893.0,Accrual Risk,Asset Light,-242.58,Growth Funded by Debt
SHRIRAMFIN,Mar 2023,-12549.0,Accrual Risk,Capital Intensive,-142.62,Distress Signal
SHRIRAMFIN,Mar 2024,-31359.0,Accrual Risk,Asset Light,-298.0,Growth Funded by Debt
SIEMENS,Sep 2011,267.0,Accrual Risk,Asset Light,22.8,Liquidating Assets
SIEMENS,Sep 2014,738.0,High Quality,Asset Light,620.17,Liquidating Assets
SIEMENS,Sep 2015,1220.0,Accrual Risk,Moderate,122.24,Liquidating Assets
SIEMENS,Sep 2016,750.0,Accrual Risk,Asset Light,73.46,Liquidating Assets
SIEMENS,Sep 2017,1894.0,Moderate,Capital Intensive,179.36,Liquidating Assets
SIEMENS,Sep 2018,-74.0,Accrual Risk,Asset Light,-5.58,Reinvestor
SIEMENS,Sep 2019,138.0,High Quality,Capital Intensive,9.26,Shareholder Returns
SIEMENS,Sep 2020,1591.0,Moderate,Capital Intensive,158.62,Liquidating Assets
SIEMENS,Sep 2021,-967.0,High Quality,Capital Intensive,-66.6,Shareholder Returns
SIEMENS,Sep 2022,944.0,Moderate,Asset Light,50.75,Reinvestor
SIEMENS,Sep 2023,641.0,Moderate,Moderate,25.77,Reinvestor
SIEMENS,Sep 2024,1168.0,Moderate,Asset Light,37.63,Reinvestor
SUNPHARMA,Mar 2013,982.0,Moderate,Capital Intensive,20.53,Reinvestor
SUNPHARMA,Mar 2014,1783.0,High Quality,Capital Intensive,25.46,Mixed
SUNPHARMA,Mar 2015,4114.0,High Quality,Moderate,52.12,Shareholder Returns
SUNPHARMA,Mar 2016,2737.0,High Quality,Capital Intensive,33.48,Shareholder Returns
SUNPHARMA,Mar 2017,2896.0,Moderate,Capital Intensive,28.67,Reinvestor
SUNPHARMA,Mar 2018,803.0,High Quality,Capital Intensive,14.26,Shareholder Returns
SUNPHARMA,Mar 2019,1886.0,Moderate,Asset Light,29.58,Reinvestor
SUNPHARMA,Mar 2020,4330.0,High Quality,Moderate,62.01,Shareholder Returns
SUNPHARMA,Mar 2021,6577.0,High Quality,Asset Light,77.65,Liquidating Assets
SUNPHARMA,Mar 2022,3429.0,High Quality,Capital Intensive,33.43,Shareholder Returns
SUNPHARMA,Mar 2023,-2261.0,Moderate,Capital Intensive,-19.41,Mixed
SUNPHARMA,Mar 2024,11372.0,High Quality,Asset Light,87.36,Shareholder Returns
TATACONSUM,Mar 2013,197.0,Accrual Risk,Asset Light,25.58,Cash Accumulator
TATACONSUM,Mar 2014,421.0,Moderate,Asset Light,55.98,Reinvestor
TATACONSUM,Mar 2015,211.0,High Quality,Asset Light,26.64,Shareholder Returns
TATACONSUM,Mar 2016,261.0,Accrual Risk,Asset Light,71.31,Liquidating Assets
TATACONSUM,Mar 2017,886.0,High Quality,Asset Light,112.01,Liquidating Assets
TATACONSUM,Mar 2018,325.0,Moderate,Asset Light,38.74,Reinvestor
TATACONSUM,Mar 2019,263.0,Accrual Risk,Asset Light,33.46,Liquidating Assets
TATACONSUM,Mar 2020,460.0,High Quality,Moderate,35.6,Shareholder Returns
TATACONSUM,Mar 2021,1310.0,High Quality,Asset Light,84.84,Shareholder Returns
TATACONSUM,Mar 2022,199.0,High Quality,Capital Intensive,11.58,Shareholder Returns
TATACONSUM,Mar 2023,627.0,High Quality,Moderate,33.78,Shareholder Returns
TATACONSUM,Mar 2024,26.0,High Quality,Capital Intensive,1.14,Mixed
TATAMOTORS,Mar 2013,-806.0,High Quality,Capital Intensive,-3.28,Shareholder Returns
TATAMOTORS,Mar 2014,8160.0,High Quality,Capital Intensive,23.41,Shareholder Returns
TATAMOTORS,Mar 2015,-701.0,High Quality,Capital Intensive,-1.79,Mixed
TATAMOTORS,Mar 2016,1206.0,High Quality,Capital Intensive,3.14,Shareholder Returns
TATAMOTORS,Mar 2017,-9372.0,High Quality,Capital Intensive,-31.67,Mixed
TATAMOTORS,Mar 2018,-1282.0,High Quality,Capital Intensive,-4.08,Mixed
TATAMOTORS,Mar 2019,-1987.0,Accrual Risk,Moderate,-8.06,Mixed
TATAMOTORS,Mar 2020,-6482.0,Accrual Risk,Capital Intensive,-36.04,Mixed
TATAMOTORS,Mar 2021,3329.0,Accrual Risk,Capital Intensive,10.31,Mixed
TATAMOTORS,Mar 2022,9839.0,Accrual Risk,Asset Light,39.8,Reinvestor
TATAMOTORS,Mar 2023,19971.0,High Quality,Moderate,62.77,Shareholder Returns
TATAMOTORS,Mar 2024,45133.0,High Quality,Moderate,75.81,Shareholder Returns
TATAPOWER,Mar 2013,-740.0,High Quality,Capital Intensive,-13.23,Shareholder Returns
TATAPOWER,Mar 2014,2874.0,High Quality,Capital Intensive,41.56,Shareholder Returns
TATAPOWER,Mar 2015,2116.0,High Quality,Capital Intensive,33.58,Shareholder Returns
TATAPOWER,Mar 2016,5610.0,High Quality,Moderate,266.51,Shareholder Returns
TATAPOWER,Mar 2017,-359.0,High Quality,Capital Intensive,-6.56,Mixed
TATAPOWER,Mar 2018,4852.0,High Quality,Moderate,211.42,Shareholder Returns
TATAPOWER,Mar 2019,4302.0,High Quality,Asset Light,140.13,Shareholder Returns
TATAPOWER,Mar 2020,6882.0,High Quality,Asset Light,101.13,Shareholder Returns
TATAPOWER,Mar 2021,9338.0,High Quality,Moderate,134.92,Liquidating Assets
TATAPOWER,Mar 2022,443.0,High Quality,Capital Intensive,6.3,Shareholder Returns
TATAPOWER,Mar 2023,-97.0,High Quality,Capital Intensive,-1.26,Mixed
TATAPOWER,Mar 2024,3569.0,High Quality,Capital Intensive,33.25,Shareholder Returns
TATASTEEL,Mar 2013,936.0,Accrual Risk,Capital Intensive,23.61,Reinvestor
TATASTEEL,Mar 2014,-2232.0,High Quality,Capital Intensive,-13.79,Mixed
TATASTEEL,Mar 2015,2859.0,Accrual Risk,Moderate,83.87,Reinvestor
TATASTEEL,Mar 2016,2661.0,Accrual Risk,Capital Intensive,-425.76,Reinvestor
TATASTEEL,Mar 2017,1334.0,Accrual Risk,Capital Intensive,10.15,Reinvestor
TATASTEEL,Mar 2018,-3707.0,Accrual Risk,Capital Intensive,-17.3,Mixed
TATASTEEL,Mar 2019,-3840.0,High Quality,Capital Intensive,-13.1,Shareholder Returns
TATASTEEL,Mar 2020,6157.0,High Quality,Capital Intensive,35.26,Shareholder Returns
TATASTEEL,Mar 2021,34890.0,High Quality,Moderate,114.38,Shareholder Returns
TATASTEEL,Mar 2022,33476.0,High Quality,Moderate,52.73,Shareholder Returns
TATASTEEL,Mar 2023,3504.0,High Quality,Moderate,10.85,Shareholder Returns
TATASTEEL,Mar 2024,6048.0,Accrual Risk,Moderate,27.18,Reinvestor
TCS,Mar 2013,5577.0,Moderate,Capital Intensive,30.91,Reinvestor
TCS,Mar 2014,5299.0,Moderate,Capital Intensive,21.07,Reinvestor
TCS,Mar 2015,17562.0,Moderate,Asset Light,71.73,Reinvestor
TCS,Mar 2016,14099.0,Moderate,Moderate,45.96,Reinvestor
TCS,Mar 2017,8328.0,Moderate,Capital Intensive,25.77,Reinvestor
TCS,Mar 2018,28171.0,Moderate,Asset Light,86.64,Liquidating Assets
TCS,Mar 2019,30238.0,Moderate,Asset Light,76.54,Liquidating Assets
TCS,Mar 2020,41337.0,Moderate,Moderate,98.17,Liquidating Assets
TCS,Mar 2021,30846.0,High Quality,Moderate,66.27,Shareholder Returns
TCS,Mar 2022,39211.0,High Quality,Asset Light,73.9,Shareholder Returns
TCS,Mar 2023,42513.0,Moderate,Asset Light,71.74,Liquidating Assets
TCS,Mar 2024,50429.0,Moderate,Asset Light,78.43,Liquidating Assets
TECHM,Mar 2013,233.0,Moderate,Capital Intensive,16.39,Mixed
TECHM,Mar 2014,1887.0,Moderate,Asset Light,45.23,Liquidating Assets
TECHM,Mar 2015,583.0,Moderate,Capital Intensive,13.9,Reinvestor
TECHM,Mar 2016,1684.0,High Quality,Moderate,39.53,Shareholder Returns
TECHM,Mar 2017,1178.0,High Quality,Capital Intensive,28.15,Shareholder Returns
TECHM,Mar 2018,235.0,Moderate,Capital Intensive,4.99,Reinvestor
TECHM,Mar 2019,2328.0,High Quality,Moderate,37.12,Shareholder Returns
TECHM,Mar 2020,5439.0,High Quality,Asset Light,98.84,Liquidating Assets
TECHM,Mar 2021,2661.0,High Quality,Capital Intensive,39.16,Shareholder Returns
TECHM,Mar 2022,5765.0,Moderate,Asset Light,71.88,Liquidating Assets
TECHM,Mar 2023,5346.0,High Quality,Asset Light,68.87,Shareholder Returns
TECHM,Mar 2024,5058.0,High Quality,Asset Light,112.25,Shareholder Returns
TITAN,Mar 2013,411.0,Moderate,Asset Light,40.53,Reinvestor
TITAN,Mar 2014,-826.0,Accrual Risk,Asset Light,-78.89,Growth Funded by Debt
TITAN,Mar 2015,385.0,Moderate,Asset Light,33.39,Reinvestor
TITAN,Mar 2016,417.0,Moderate,Asset Light,44.41,Reinvestor
TITAN,Mar 2017,759.0,High Quality,Moderate,65.21,Shareholder Returns
TITAN,Mar 2018,47.0,Accrual Risk,Asset Light,2.86,Other
TITAN,Mar 2019,446.0,Moderate,Moderate,22.37,Reinvestor
TITAN,Mar 2020,-113.0,Accrual Risk,Asset Light,-4.59,Other
TITAN,Mar 2021,1340.0,High Quality,Capital Intensive,77.68,Shareholder Returns
TITAN,Mar 2022,441.0,Accrual Risk,Moderate,13.19,Other
TITAN,Mar 2023,-444.0,Accrual Risk,Moderate,-9.09,Mixed
TITAN,Mar 2024,1506.0,Accrual Risk,Asset Light,28.46,Reinvestor
TORNTPHARM,Mar 2013,-94.0,Accrual Risk,Moderate,-13.49,Mixed
TORNTPHARM,Mar 2014,181.0,Moderate,Capital Intensive,18.95,Mixed
TORNTPHARM,Mar 2015,-1303.0,High Quality,Capital Intensive,-127.75,Mixed
TORNTPHARM,Mar 2016,1873.0,High Quality,Capital Intensive,68.53,Shareholder Returns
TORNTPHARM,Mar 2017,211.0,High Quality,Capital Intensive,15.32,Shareholder Returns
TORNTPHARM,Mar 2018,-3783.0,High Quality,Capital Intensive,-280.43,Mixed
TORNTPHARM,Mar 2019,1552.0,High Quality,Moderate,78.27,Shareholder Returns
TORNTPHARM,Mar 2020,1622.0,High Quality,Asset Light,74.75,Liquidating Assets
TORNTPHARM,Mar 2021,1561.0,High Quality,Moderate,62.94,Shareholder Returns
TORNTPHARM,Mar 2022,1607.0,High Quality,Asset Light,66.1,Shareholder Returns
TORNTPHARM,Mar 2023,33.0,High Quality,Capital Intensive,1.16,Mixed
TORNTPHARM,Mar 2024,3106.0,High Quality,Asset Light,92.22,Shareholder Returns
TRENT,Mar 2013,-245.0,Accrual Risk,Capital Intensive,-4900.0,Mixed
TRENT,Mar 2014,-94.0,High Quality,Asset Light,940.0,Pre-Revenue
TRENT,Mar 2015,-316.0,Accrual Risk,Capital Intensive,-359.09,Growth Funded by Debt
TRENT,Mar 2016,11.0,High Quality,Moderate,12.22,Shareholder Returns
TRENT,Mar 2017,58.0,High Quality,Asset Light,43.28,Shareholder Returns
TRENT,Mar 2018,73.0,Moderate,Asset Light,35.1,Reinvestor
TRENT,Mar 2019,-16.0,Accrual Risk,Asset Light,-6.64,Mixed
TRENT,Mar 2020,-448.0,High Quality,Capital Intensive,-84.69,Mixed
TRENT,Mar 2021,303.0,Accrual Risk,Asset Light,265.79,Liquidating Assets
TRENT,Mar 2022,114.0,High Quality,Asset Light,19.16,Liquidating Assets
TRENT,Mar 2023,492.0,High Quality,Asset Light,44.17,Shareholder Returns
TRENT,Mar 2024,841.0,Moderate,Moderate,42.67,Reinvestor
TVSMOTOR,Mar 2013,344.0,High Quality,Asset Light,78.54,Shareholder Returns
TVSMOTOR,Mar 2014,235.0,High Quality,Asset Light,47.76,Shareholder Returns
TVSMOTOR,Mar 2015,-332.0,Accrual Risk,Moderate,-54.88,Mixed
TVSMOTOR,Mar 2016,331.0,High Quality,Moderate,40.42,Shareholder Returns
TVSMOTOR,Mar 2017,-20.0,High Quality,Moderate,-2.3,Shareholder Returns
TVSMOTOR,Mar 2018,-741.0,Moderate,Moderate,-47.17,Mixed
TVSMOTOR,Mar 2019,-2022.0,Accrual Risk,Moderate,-93.48,Growth Funded by Debt
TVSMOTOR,Mar 2020,-717.0,Moderate,Moderate,-31.67,Mixed
TVSMOTOR,Mar 2021,269.0,High Quality,Moderate,12.05,Mixed
TVSMOTOR,Mar 2022,-3046.0,Accrual Risk,Moderate,-110.56,Growth Funded by Debt
TVSMOTOR,Mar 2023,-5713.0,Accrual Risk,Moderate,-141.87,Growth Funded by Debt
TVSMOTOR,Mar 2024,-2254.0,Accrual Risk,Asset Light,-40.98,Growth Funded by Debt
ULTRACEMCO,Mar 2013,-744.0,High Quality,Capital Intensive,-15.38,Mixed
ULTRACEMCO,Mar 2014,1113.0,High Quality,Capital Intensive,27.58,Shareholder Returns
ULTRACEMCO,Mar 2015,2046.0,High Quality,Capital Intensive,46.24,Shareholder Returns
ULTRACEMCO,Mar 2016,853.0,High Quality,Capital Intensive,17.4,Shareholder Returns
ULTRACEMCO,Mar 2017,2504.0,High Quality,Capital Intensive,48.04,Shareholder Returns
ULTRACEMCO,Mar 2018,5754.0,High Quality,Moderate,93.64,Liquidating Assets
ULTRACEMCO,Mar 2019,7121.0,High Quality,Asset Light,96.92,Liquidating Assets
ULTRACEMCO,Mar 2020,4780.0,High Quality,Capital Intensive,51.7,Shareholder Returns
ULTRACEMCO,Mar 2021,3644.0,High Quality,Capital Intensive,31.5,Shareholder Returns
ULTRACEMCO,Mar 2022,11540.0,High Quality,Moderate,100.23,Liquidating Assets
ULTRACEMCO,Mar 2023,1881.0,High Quality,Capital Intensive,17.71,Shareholder Returns
ULTRACEMCO,Mar 2024,2109.0,High Quality,Capital Intensive,16.26,Shareholder Returns
UNIONBANK,Mar 2013,-4588.0,Accrual Risk,Asset Light,-1411.69,Growth Funded by Debt
UNIONBANK,Mar 2014,2207.0,High Quality,Asset Light,-244.68,Mixed
UNIONBANK,Mar 2015,-3885.0,Accrual Risk,Asset Light,399.28,Growth Funded by Debt
UNIONBANK,Mar 2016,72.0,Accrual Risk,Asset Light,-3.73,Reinvestor
UNIONBANK,Mar 2017,-6904.0,Accrual Risk,Asset Light,142.94,Growth Funded by Debt
UNIONBANK,Mar 2018,5782.0,Accrual Risk,Asset Light,-49.42,Mixed
UNIONBANK,Mar 2019,-8075.0,High Quality,Asset Light,93.88,Growth Funded by Debt
UNIONBANK,Mar 2020,-81.0,Accrual Risk,Asset Light,0.85,Growth Funded by Debt
UNIONBANK,Mar 2021,19926.0,High Quality,Asset Light,-179.98,Shareholder Returns
UNIONBANK,Mar 2022,35781.0,High Quality,Asset Light,-849.3,Shareholder Returns
UNIONBANK,Mar 2023,3495.0,Moderate,Moderate,-115.58,Reinvestor
UNIONBANK,Mar 2024,18536.0,High Quality,Asset Light,403.83,Shareholder Returns
UNITDSPR,Mar 2013,848.0,Accrual Risk,Capital Intensive,77.73,Reinvestor
UNITDSPR,Mar 2014,-804.0,Accrual Risk,Asset Light,23.87,Growth Funded by Debt
UNITDSPR,Mar 2015,3659.0,Accrual Risk,Capital Intensive,-999.73,Other
UNITDSPR,Mar 2016,1016.0,High Quality,Capital Intensive,305.11,Liquidating Assets
UNITDSPR,Mar 2017,420.0,High Quality,Asset Light,42.38,Shareholder Returns
UNITDSPR,Mar 2018,1029.0,High Quality,Asset Light,85.11,Liquidating Assets
UNITDSPR,Mar 2019,882.0,High Quality,Asset Light,63.27,Shareholder Returns
UNITDSPR,Mar 2020,589.0,High Quality,Asset Light,37.54,Shareholder Returns
UNITDSPR,Mar 2021,1719.0,High Quality,Asset Light,163.56,Shareholder Returns
UNITDSPR,Mar 2022,664.0,High Quality,Moderate,41.63,Shareholder Returns
UNITDSPR,Mar 2023,560.0,Moderate,Asset Light,39.52,Reinvestor
UNITDSPR,Mar 2024,1344.0,Moderate,Asset Light,67.2,Liquidating Assets
VBL,Dec 2012,-227.0,High Quality,Capital Intensive,-99.56,Mixed
VBL,Dec 2013,-277.0,Accrual Risk,Capital Intensive,-95.19,Mixed
VBL,Dec 2014,-69.0,Accrual Risk,Capital Intensive,-17.83,Mixed
VBL,Dec 2015,255.0,High Quality,Capital Intensive,39.72,Shareholder Returns
VBL,Dec 2016,-222.0,High Quality,Capital Intensive,-27.41,Mixed
VBL,Dec 2017,-126.0,High Quality,Capital Intensive,-15.04,Mixed
VBL,Dec 2018,63.0,High Quality,Capital Intensive,6.08,Shareholder Returns
VBL,Dec 2019,-1012.0,High Quality,Capital Intensive,-69.22,Mixed
VBL,Dec 2020,540.0,High Quality,Moderate,44.44,Shareholder Returns
VBL,Dec 2021,223.0,High Quality,Capital Intensive,13.16,Shareholder Returns
VBL,Dec 2022,21.0,High Quality,Capital Intensive,0.73,Shareholder Returns
VBL,Dec 2023,-897.0,High Quality,Capital Intensive,-24.13,Mixed
VEDL,Mar 2013,-289.0,Accrual Risk,Capital Intensive,-62.15,Mixed
VEDL,Mar 2014,12711.0,High Quality,Moderate,64.87,Shareholder Returns
VEDL,Mar 2015,13672.0,Accrual Risk,Moderate,61.83,Reinvestor
VEDL,Mar 2016,12509.0,Accrual Risk,Capital Intensive,-67.69,Reinvestor
VEDL,Mar 2017,20764.0,High Quality,Moderate,97.14,Liquidating Assets
VEDL,Mar 2018,32846.0,High Quality,Capital Intensive,132.03,Liquidating Assets
VEDL,Mar 2019,13160.0,High Quality,Capital Intensive,56.8,Shareholder Returns
VEDL,Mar 2020,13375.0,Accrual Risk,Moderate,64.48,Reinvestor
VEDL,Mar 2021,17302.0,High Quality,Moderate,63.34,Shareholder Returns
VEDL,Mar 2022,32720.0,High Quality,Asset Light,73.0,Shareholder Returns
VEDL,Mar 2023,32397.0,High Quality,Asset Light,94.09,Shareholder Returns
VEDL,Mar 2024,21978.0,High Quality,Capital Intensive,62.24,Shareholder Returns
WIPRO,Mar 2013,1858.0,High Quality,Capital Intensive,24.27,Shareholder Returns
WIPRO,Mar 2014,6506.0,Moderate,Asset Light,67.52,Reinvestor
WIPRO,Mar 2015,5303.0,Moderate,Moderate,51.49,Reinvestor
WIPRO,Mar 2016,-5874.0,Moderate,Capital Intensive,-54.41,Reinvestor
WIPRO,Mar 2017,-2493.0,High Quality,Capital Intensive,-22.02,Shareholder Returns
WIPRO,Mar 2018,12018.0,High Quality,Moderate,115.7,Liquidating Assets
WIPRO,Mar 2019,16697.0,High Quality,Capital Intensive,143.78,Liquidating Assets
WIPRO,Mar 2020,13657.0,High Quality,Moderate,110.65,Liquidating Assets
WIPRO,Mar 2021,15440.0,High Quality,Asset Light,104.53,Liquidating Assets
WIPRO,Mar 2022,-11241.0,Moderate,Capital Intensive,-67.38,Mixed
WIPRO,Mar 2023,4891.0,High Quality,Capital Intensive,29.05,Shareholder Returns
WIPRO,Mar 2024,18766.0,High Quality,Asset Light,112.02,Liquidating Assets
ZOMATO,Mar 2020,-404.0,Moderate,Capital Intensive,17.53,Distress Signal
ZOMATO,Mar 2021,-6263.0,High Quality,Capital Intensive,1341.11,Growth Funded by Debt
ZOMATO,Mar 2022,-8664.0,Moderate,Capital Intensive,468.07,Growth Funded by Debt
ZOMATO,Mar 2023,-47.0,Moderate,Capital Intensive,3.88,Other
ZOMATO,Mar 2024,298.0,High Quality,Asset Light,693.02,Shareholder Returns
ZYDUSLIFE,Mar 2013,-79.0,Moderate,Capital Intensive,-6.99,Mixed
ZYDUSLIFE,Mar 2014,465.0,High Quality,Moderate,38.65,Shareholder Returns
ZYDUSLIFE,Mar 2015,529.0,Moderate,Moderate,30.13,Reinvestor
ZYDUSLIFE,Mar 2016,1034.0,Moderate,Capital Intensive,44.34,Reinvestor
ZYDUSLIFE,Mar 2017,-1560.0,Moderate,Capital Intensive,-82.02,Mixed
ZYDUSLIFE,Mar 2018,-55.0,Moderate,Capital Intensive,-1.94,Mixed
ZYDUSLIFE,Mar 2019,-2695.0,Moderate,Capital Intensive,-90.1,Mixed
ZYDUSLIFE,Mar 2020,1928.0,High Quality,Moderate,68.91,Shareholder Returns
ZYDUSLIFE,Mar 2021,2457.0,High Quality,Moderate,72.46,Shareholder Returns
ZYDUSLIFE,Mar 2022,1086.0,Accrual Risk,Moderate,32.5,Reinvestor
ZYDUSLIFE,Mar 2023,4231.0,High Quality,Capital Intensive,109.61,Liquidating Assets
ZYDUSLIFE,Mar 2024,1736.0,Moderate,Moderate,32.24,Reinvestor
